Name,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Combined
Unstoppable,"With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,unman half mile long freight train barrel toward city veteran engineer young conductor race clock prevent catastrophe train runaway train train engineer freight train train movie
Chicago 10,"Archival footage, animation, and music are used to look back at the eight anti-war protesters who were put on trial following the 1968 Democratic National Convention.",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,archival footage animation music use look back anti war protesters put trial follow democratic national convention unite state america convention august summer
Bloodmoon,"A serial killer is loose at an all girl school, where he strangles girls with a piece of barbed wire.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,serial killer loose girl school strangle girls piece barb wire ozploitation teacher student affair female teacher male student sex rock theme song forest
Woman in a Dressing Gown,"A middle-aged married woman is shocked to discover that her husband, whom she thought was content in their marriage, has become infatuated with a beautiful younger woman and plans to leave his family for her.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,middle age marry woman shock discover husband think content marriage become infatuate beautiful younger woman plan leave family divorce domestic drama slovenliness infidelity timeframe
Operation Bullshine,The fun starts when a group of A.T.S. girls are posted to a light ack-ack command post on a remote part of the English coast.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,fun start group girls post light ack ack command post remote part english coast prologue archive footage binoculars
Adventures of a Plumber's Mate,"Horny plumber, Sid, enjoys a profession which offers him ample opportunity to bed sexy housewives.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,horny plumber sid enjoy profession offer ample opportunity bed sexy housewives plumber female full frontal nudity female nudity exploitation sex comedy
The Wife Swappers,"Six unconnected stories involving wife and husband swapping, or swinging, are described in a titillating way while analyzed by a pseudo psychologist.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,unconnected stories involve wife husband swap swing describe titillate way analyze pseudo psychologist voyeurism voyeur spy couple sex erotic bikini
Percy's Progress,"Percy, the man with the world's first penis transplant, discovers that there is a chemical in the city's water that makes men impotent.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,percy man worlds first penis transplant discover chemical citys water make men impotent hot exploitation sex psychotronic film impotence
The Blue Man,A director of TV commercials learns about astral projection. He has out of body experiences during his sleep and his dad in law and doctor die mysteriously.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,director tv commercials learn astral projection body experience sleep dad law doctor die mysteriously astral projection leave flower grave supernatural power psychotronic film cult
Paranormal Activity 4,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,years since disappearance katie hunter suburban family witness strange events neighborhood woman mysterious child move door alarm toy trail supernatural horror supernatural power
Labyrinth,Sixteen-year-old Sarah is given thirteen hours to solve a labyrinth and rescue her baby brother Toby when her wish for him to be taken away is granted by the Goblin King Jareth.,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,sixteen year old sarah give thirteen hours solve labyrinth rescue baby brother toby wish take away grant goblin king jareth baby labyrinth rescue fantasy world cult film
Hands of a Stranger,"A concert pianist loses his hands in a car crash, but a surgeon gives him new ones. The experimental medical procedure goes awry when the new hands drive the pianist mad.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,concert pianist lose hand car crash surgeon give new ones experimental medical procedure go awry new hand drive pianist mad psychotronic film hand transplant taxi taxi driver creature feature
"Hugó, a víziló","The Sultan of Zanzibar has a problem--his harbor is infested with sharks. To solve the problem, he brings in twelve hippos to keep the sharks away, and it works. But once the hippos are no longer needed, they become a nuisance and...",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sultan zanzibar problem harbor infest shark solve problem bring twelve hippos keep shark away work hippos longer need become nuisance underwater scene shark zanzibar surrealism strike lightning
The Runaways,"After their home life is turned upside down, three children and the family's donkeys escape across the backbone of Northern England, confronting both the harsh landscapes and what it means to be siblings.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,home life turn upside children familys donkeys escape backbone northern england confront harsh landscape mean siblings children
Gerry,A friendship between two young men is tested when they go for a hike in a desert and forget to bring any water or food with them.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,friendship young men test go hike desert forget bring water food wander desert kill friend best friend long take
Pooh's Heffalump Halloween Movie,"Lumpy teams with tiny Roo for a Halloween adventure in the Hundred Acre Wood, in this animated tale about friendship, bravery, and teamwork.",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,lumpy team tiny roo halloween adventure hundred acre wood animate tale friendship bravery teamwork winnie pooh character piglet character tigger character rabbit character eeyore character
Excuse Me for Living,"A charming, suicidal druggie must obey his rehab clinic's demand to lead a seniors men's group, or face incarceration and lose the love of his psychiatrist's daughter.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,charm suicidal druggie must obey rehab clinics demand lead seniors mens group face incarceration lose love psychiatrists daughter psychiatrist mens group support group father son relationship drug addict
The Time Travelers,"In 1964, a group of scientists create a portal that takes them to a barren, mutant inhabited, Earth in the year 2071.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,group scientists create portal take barren mutant inhabit earth year psychotronic film cameo mutant year
The Night of Nights,"Dan O'Farrell and Barry Keith Trimble, two actors, prepare for the opening night of Laughter , a new play written by Dan, by getting drunk at the Lambs Club. By the time they go on stage, they are still not sober, and end up brawl...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,dan ofarrell barry keith trimble actors prepare open night laughter new play write dan get drink lamb club time go stage still sober end brawl melodrama theater
Beverly Hills Brats,A rich young boy arranges to be kidnapped so he'll get more attention from his parents.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rich young boy arrange kidnap hell get attention parent irony cameo b movie location title racetrack
The Railway Children Return,"Follow a group of children who are evacuated to a Yorkshire village during the Second World War, where they encounter a young soldier who, like them, is far away from home.",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,follow group children evacuate yorkshire village second world war encounter young soldier like far away home gas mask young boy young boys young girl young girls
Voodoo Woman,"Deep in the jungles a mad scientist is using the natives' voodoo for his experiments to create an indestructible being to serve his will. When a party of gold seekers stumbles upon his village, the scientist realizes that Marilyn ...",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,deep jungles mad scientist use natives voodoo experiment create indestructible serve party gold seekers stumble upon village scientist realize marilyn psychotronic film monster mad scientist expedition voodoo
That'll Be the Day,"Musical drama set in the 1950s ,starring David Essex and Ringo Starr, loosely-based on John Lennon's early years. A gifted but wayward young man finally discovers a sense of purpose when he decides to turn his love of music into a...",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,musical drama set star david essex ringo starr loosely base john lennons early years gift wayward young man finally discover sense purpose decide turn love music waiter singer amusement park band
Sleepwalk with Me,"A burgeoning stand-up comedian struggles with the stress of a stalled career, a stale relationship, and the wild spurts of severe sleepwalking he is desperate to ignore.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,burgeon stand comedian struggle stress stall career stale relationship wild spurt severe sleepwalk desperate ignore base podcast theatrical agent food eat tell joke
Silent Hill: Revelation,"When her adoptive father disappears, Sharon Da Silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childhood.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,adoptive father disappear sharon da silva draw strange terrify alternate reality hold answer horrific nightmares plague since childhood nightmare hallucination abandon mine fog amusement park
Dallas Buyers Club,"In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,dallas electrician hustler ron woodroof work around system help aid patients get medication need diagnose disease hiv gay community homophobia drug hiv positive
Her,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,near future lonely writer develop unlikely relationship operate system design meet every need loneliness romance artificial intelligence divorce future artificial intelligence
Mandela: Long Walk to Freedom,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,chronicle nelson mandelas life journey childhood rural village inauguration first democratically elect president south africa timeframe timeframe timeframe timeframe timeframe
La grande bellezza,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisi...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,jep gambardella seduce way lavish nightlife rome decades th birthday shock past jep look past nightclubs party find timeless landscape absurd exquisi female full frontal nudity party genitalia friendship wealth
Nihon no yoru to kiri,Long takes and a highly theatrical visual approach combine to form a tense and confrontational look at the decline of a socialist student activists' movement in Japan.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,long take highly theatrical visual approach combine form tense confrontational look decline socialist student activists movement japan japanese new wave student long take reference dmitri shostakovich sex scene
Behold a Pale Horse,Filmed lecture of William Cooper discussing his book Behold a Pale Horse.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,film lecture william cooper discuss book behold pale horse new world order john f kennedy assassination illuminati unidentified fly object
Kôshikei,"A Korean man is sentenced to death by hanging, but he survives the execution. For the following two hours, his executioners try to work out how to handle the situation in this black farce.",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,korean man sentence death hang survive execution follow hours executioners try work handle situation black farce satire black comedy communist satire comedy korean
C.H.O.M.P.S.,"A young man invents a robot dog that has super strength, x-ray vision and can detect crimes being committed. A greedy businessman tries to steal the invention from him.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,young man invent robot dog super strength x ray vision detect crimes commit greedy businessman try steal invention robot sci fi abbreviation title punctuation title dog catcher dog like robot
Road to Rio,Two inept vaudevillians stow away on a Brazilian-bound ocean liner and foil a plot by a sinister hypnotist to marry off her niece to a greedy fortune hunter.,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,inept vaudevillians stow away brazilian bind ocean liner foil plot sinister hypnotist marry niece greedy fortune hunter reference kool cigarettes ship ocean liner hypnotist fortune hunter
Orchestra Wives,"Connie Ward is in seventh heaven when Gene Morrison's band rolls into town. She is swept off her feet by trumpeter Bill Abbot. After marrying him, she joins the bands tour and learns about life as an orchestra wife, weathering the...",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,connie ward seventh heaven gene morrisons band roll town sweep feet trumpeter bill abbot marry join band tour learn life orchestra wife weather adoptive father adopt daughter relationship whirlwind romance infatuation trumpet player sudden marriage proposal
The Boondock Saints II: All Saints Day,"The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the p...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,macmanus brothers live quiet life ireland father learn beloved priest kill mob force go back boston bring justice responsible avenge p male rear nudity homophobia gay slur cult film murder priest
The Hired Hand,Harry returns home to his wife and farm after drifting with his friend Arch and has to make a difficult decision regarding his loyalties.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,harry return home wife farm drift friend arch make difficult decision regard loyalties best friend farm death protagonist revisionist western old west
The Adventures of Hajji Baba,"In Ispahan, Persia, a barber mistakes an emerald ring as the prize to be delivered to a prince known far and wide, only to realize that a runaway Princess is the real treasure awaited, promising to escort her to her final destinat...",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ispahan persia barber mistake emerald ring prize deliver prince know far wide realize runaway princess real treasure await promise escort final destinat character name title hajji baba character word title hand hand combat pearl
The Horror of Party Beach,Sea creatures created from radioactive sludge terrorize a beach community.,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,sea creatures create radioactive sludge terrorize beach community rock n roll sea monster monster sodium radioactive material
Mr. Imperium,A beautiful romance between a singer and a persistent prince,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,beautiful romance singer persistent prince crown prince champagne caviar prime minister movie star
"The Other One: The Long, Strange Trip of Bob Weir","A documentary that explores Bob Weirs life, through the Grateful Dead, Ratdog, and his childhood.",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,documentary explore bob weirs life grateful dead ratdog childhood musician psychedelic rock
The Last Days of Dolwyn,"A peaceful North Wales village is about to disappear once and for all under the waters of a dam that is going to be built by a powerful water company commanded by a city businessman, at one time a local resident of the place. It's...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,peaceful north wales village disappear water dam go build powerful water company command city businessman time local resident place character name title
Four of a Kind,"Four different women, each with a well-hidden secret they are coaxed, tricked or forced into revealing... sometimes it's better to omit the truth.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,different women well hide secret coax trick force reveal sometimes better omit truth lie deception betrayal
The Madwoman of Chaillot,"Nice, eccentric, idealistic and slightly mad Countess Aurelia, who believes that the good must prevail over evil, decides to stand up to corrupt powerful leaders of Paris by putting them on trial with 'unwashed masses' as the jury.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,nice eccentric idealistic slightly mad count aurelia believe good must prevail evil decide stand corrupt powerful leaders paris put trial unwashed mass jury class conflict count paris france corporate greed past versus present
White Wilderness,The wildlife of the arctic is explored in this true-life adventure.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,wildlife arctic explore true life adventure fake documentary denali national park walt disneys true life adventure series lemming actual animal kill
Scherzo del destino in agguato dietro l'angolo come un brigante da strada,"The Minister of the Interior gets stuck in his ultra-technological car and a rival Member of Parliament tries desperately to help him, while chaos spreads around them.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,minister interior get stick ultra technological car rival member parliament try desperately help chaos spread around italy minister car f rat title direct female
The Story of Will Rogers,"The homespun humorist and social critic starts as a cowboy and goes on to vaudeville, movies, radio.",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,homespun humorist social critic start cowboy go vaudeville movies radio character name title rogers character word title prologue voice narration
Death Drums Along the River,A British colonial policeman in Africa investigates a murder in a hospital up river.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,british colonial policeman africa investigate murder hospital river police inspector colonial africa river border river boat engine trouble
A Matter of Time,"A broken heart consumes Nathan with bitterness, blinding him from the true love of his life and stifling all his dreams. Sometimes finding love and happiness is as simple as opening up your heart.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,break heart consume nathan bitterness blind true love life stifle dream sometimes find love happiness simple open heart love
Young Cassidy,"The misadventures of a young idealist man in Dublin, Ireland in the early twentieth century.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,misadventures young idealist man dublin ireland early twentieth century character name title sean ocasey character surname title scene open credit playwright
Mao's Last Dancer,"In Maoist China, a boy is taken from his family and trained to become a dancer, but everything he knows is challenged when he is chosen to attend a ballet summer school in Houston, Texas.",0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,maoist china boy take family train become dancer everything know challenge choose attend ballet summer school houston texas windchime letter write watch movie look oneself mirror videotape
"Next Stop, Greenwich Village",The ups and downs of life as experienced by a group of aspiring young artists in the early Fifties New York.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,life experience group aspire young artists early fifties new york original author character bohemian actor theater theater production
Black Gunn,"A black militant group robs a Mafia bookie joint and also steals the incriminating ledgers which, in turn, prompts retaliation from the mob.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,black militant group rob mafia bookie joint steal incriminate ledgers turn prompt retaliation mob blaxploitation neo noir blow torch character name title nickname title
Hillbillys in a Haunted House,A trio of country singers becomes stranded at a haunted mansion and gets mixed up with spies.,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,trio country singers become strand haunt mansion get mix spy double cross psychotronic film female sexual predator femme fatale buxom blonde
Great Catherine,"Slapstick comedy based on the play by George Bernard Shaw. A stiff English officer, captain Charles Edstaston (Peter O'Toole), and his fiancée Claire arrive in St. Petersburg. Edstaston is brought to the imperial court to seek aud...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,slapstick comedy base play george bernard shaw stiff english officer captain charles edstaston peter otoole fiancee claire arrive st petersburg edstaston bring imperial court seek aud british actor play foreigner saint petersburg russia escape torment sexuality
Black Belt Jones,"A Mafia buy out of Papa Byrd's karate school downtown ends in his death. Byrd's daughter, Sydney, refuses to sell, and wants revenge. Byrd's students call the Black Belt Jones for help. Jones reluctantly teams with Sydney in many ...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mafia buy papa byrds karate school downtown end death byrds daughter sydney refuse sell want revenge byrds students call black belt jones help jones reluctantly team sydney many martial arts action character name title word title black belt jones character grindhouse film
Eichmann,"Based upon the final confession of Adolf Eichmann, made before his execution in Israel as he accounts to Captain Avner Less, a young Israeli police officer, of his past as the architect of Hitler's plan for the Final Solution. Cap...",0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,base upon final confession adolf eichmann make execution israel account captain avner less young israeli police officer past architect hitlers plan final solution cap adolf eichmann character character name title surname title child jeopardy man sit toilet
The World's Greatest Lover,"A neurotic baker travels to Hollywood to attend a talent search for an actor to rival the great Valentino. Although not an actor, through blind luck he succeeds, to a certain degree.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neurotic baker travel hollywood attend talent search actor rival great valentino although actor blind luck succeed certain degree talent search prostitute horse impersonation audition
The Angry Silence,A young factory worker decides to stand up against his workmates and fellow union members when they want to hold a wildcat strike.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,young factory worker decide stand workmates fellow union members want hold wildcat strike send coventry vox pop scene open credit train train station
The Merchant of Venice,"Antonio and his friend Bassanio borrow money from Shylock, a rich Jew, so that Bassanio may marry. When the payment is due, Bassanio can't pay and Shylock demands a pound of his flesh.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,antonio friend bassanio borrow money shylock rich jew bassanio marry payment due bassanio cant pay shylock demand pound flesh friend
Joe Kid on a Stingray,"The History of BMX allows everyone from veteran Pro BMXers to modern day kids, a chance to relive these important moments and stories explained by the sports most influential riders so that they understand what really happened in ...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,history bmx allow everyone veteran pro bmxers modern day kid chance relive important moments stories explain sport influential riders understand really happen nan
The Hills Have Eyes II,A group of National Guard trainees find themselves battling against a vicious group of mutants on their last day of training in the desert.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,group national guard trainees find battle vicious group mutants last day train desert rape rape revenge desert revenge napolon bonaparte character
Symptoms,"A young woman is invited by her girlfriend, who lives in an English country mansion, to stay there with her. The estate, however, isn't quite what it seems--and neither is the friend who issued the invitation.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,young woman invite girlfriend live english country mansion stay estate isnt quite seem neither friend issue invitation british horror grindhouse film violence creepy suspense
Telefon,A Russian officer is sent to the U.S. to try and stop sleeper agents who will mindlessly attack government entities when they hear certain coded words.,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,russian officer send u try stop sleeper agents mindlessly attack government entities hear certain cod word espionage female spy kgb sleeper agent photographic memory
Hot Lead and Cold Feet,This saga of the old west involves twin brothers who compete for possession of a rickety cow town founded by their father while a crooked Mayor tries to put an end to the competitors so he can inherit the town himself.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,saga old west involve twin brothers compete possession rickety cow town found father crook mayor try put end competitors inherit town twin brother twin goofy holler inheritance challenge family relationships
Fragment of Fear,"Reformed drug addict Tim Brett (David Hemmings) is vacationing in Italy with his aunt. When she is murdered, he tries to investigate. Soon his whole life spins out of control.",0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,reform drug addict tim brett david hemmings vacation italy aunt murder try investigate soon whole life spin control mental breakdown drug addiction paranoia base novel prank telephone call
Bombardier Blood,"In an attempt to complete the Seven Summits, a do-or-die mountaineer with a severe bleeding disorder risks his life in order to shine a light upon the disturbing lack of access to life-sustaining medicine around the world.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,attempt complete summit die mountaineer severe bleed disorder risk life order shine light upon disturb lack access life sustain medicine around world medicine
Night of the Lepus,Giant mutant rabbits terrorize the south-west.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,giant mutant rabbit terrorize south west giant rabbit mutation rampage killer rabbit giant animal
I giorni dell'ira,"A scruffy garbage boy becomes the pupil of a famed gunfighter, and the stage for confrontation is set when the gunman overruns the boy's town through violence and corruption.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,scruffy garbage boy become pupil famed gunfighter stage confrontation set gunman overrun boys town violence corruption italo western whiskey rope torture sand
Shalako,"In 1880 New Mexico, a group of European hunters runs afoul of the Apache but is aided by an ex-cavalryman turned guide.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,new mexico group european hunters run afoul apache aid ex cavalryman turn guide survival quick draw gunfight duel showdown
Bloodline,"Evan values family above all else, and anyone who gets between him, his wife, and newborn son learns that the hard way. But when it comes to violent tendencies, it seems the apple doesn't fall far from the tree.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,evan value family else anyone get wife newborn son learn hard way come violent tendencies seem apple doesnt fall far tree female nudity shower serial killer gloved killer retro
La cage aux folles III: 'Elles' se marient,"Third (and final) of the La Cage aux Folles series has Renato's drag queen lover Albin learning he can inherit a vast fortune from a distant relative. But the catch; Albin must marry (a woman) and produce an heir within a year, or...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,third final la cage aux folles series renatos drag queen lover albin learn inherit vast fortune distant relative catch albin must marry woman produce heir year french sex comedy saint tropez provence love couple
Libido,"Explores adultery and jealous fantasies, the end of innocence, the moral and spiritual conflicts of a priest and a nun in love. The stories define the exploration of women and the cultural upheaval of the early 70s.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,explore adultery jealous fantasy end innocence moral spiritual conflict priest nun love stories define exploration women cultural upheaval early anthology film portmanteau film omnibus film collection short film collective filmmaking
Riot on Sunset Strip,"LA police captain attempts to appease Sunset Strip businessmen objecting to hippy youths hanging out, by setting a curfew. The cop also thinks the kids have a right to be there, until his estranged daughter joins the counter-cultu...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,la police captain attempt appease sunset strip businessmen object hippy youths hang set curfew cop think kid right estrange daughter join counter cultu sunset strip lsd teensploitation film psychotronic film exploitation
Confessions of a Driving Instructor,The sexual misadventures of Timothy Lea and his brother-in-law Sidney Noggett when they set up a driving school business.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sexual misadventures timothy lea brother law sidney noggett set drive school business sex scene british sex comedy sex comedy timeframe brother law brother law relationship
Caravan,"Sunita is a young woman who ends up married to the wrong man, Rajan. Thinking that he has conspired with his girlfriend, Monica to murder her, she runs away to find an old friend of her father's in Bangalore who may be able to hel...",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,sunita young woman end marry wrong man rajan think conspire girlfriend monica murder run away find old friend father bangalore able hel fall death truck driver runaway bride damsel distress
Doublecross,A Cornish poacher clashes with dangerous international spies.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,cornish poacher clash dangerous international spy base novel
Mr. 3000,"Aging baseball star who goes by the nickname, Mr. 3000, finds out many years after retirement that he didn't quite reach 3,000 hits. Now at age 47 he's back to try and reach that goal.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,age baseball star go nickname mr find many years retirement didnt quite reach hit age hes back try reach goal character name title nickname title nickname sport comeback year old
Presenting Lily Mars,"Small-town Indiana girl Lily Mars dreams to be a stage actress. She begs visiting Broadway producer John Thornway for a role but he dismisses her as an amateur. She follows him to New York and worms her way into his show, and his ...",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,small town indiana girl lily mar dream stage actress beg visit broadway producer john thornway role dismiss amateur follow new york worm way show damsel distress deception desperation song sing
Transformers: Age of Extinction,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,humanity ally bounty hunter pursuit optimus prime autobots turn mechanic family help blockbuster base tv series snow adventure truck texas
Boyhood,"The life of Mason, from early childhood to his arrival at college.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,life mason early childhood arrival college domestic abuse year time span separate parent grow parent
Still Alice,A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,linguistics professor family find bond test diagnose alzheimers disease linguistics professor alzheimers disease columbia university new york city mother daughter relationship
PK,An alien on Earth loses the only device he can use to communicate with his spaceship. His innocent nature and child-like questions force the country to evaluate the impact of there religious views on there people.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,alien earth lose device use communicate spaceship innocent nature child like question force country evaluate impact religious view people guru religion alien earth muslim hindu
Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,wifes disappearance become focus intense media circus man see spotlight turn suspect innocent miss person disappearance murder suspect husband wife relationship base novel
The Imitation Game,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,world war ii english mathematical genius alan turing try crack german enigma code help fellow mathematicians attempt come term trouble private life cryptography world war enigma code closet gay man mathematician
How to Train Your Dragon 2,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hiccup toothless discover ice cave home hundreds new wild dragons mysterious dragon rider friends find center battle protect peace dragon viking sequel death husband sacrifice
Death-Defying Acts,Four narratives all dealing with infidelity. The husband who discovers his late wife had led a double-life; the cheating husband who can't bear the thought of his own wife's affair; an old man who dreams of the married woman who g...,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,narratives deal infidelity husband discover late wife lead double life cheat husband cant bear think wifes affair old man dream marry woman g nan
